Date,Time,Exercise,# of Reps,Weight,Notes
11/22/2022,17:21,Leg Extension,25,85,
11/22/2022,17:21,Leg Extension,20,85,
11/22/2022,17:21,Leg Extension,21,100,
11/22/2022,17:21,Leg Extension,17,100,
11/22/2022,17:21,Leg Extension,18,130,
11/22/2022,17:21,Leg Extension,11,130,
11/22/2022,17:21,Leg Extension,12,160,
11/22/2022,16:34,Leg Curl,20,85,
11/22/2022,16:34,Leg Curl,20,85,
11/22/2022,16:34,Leg Curl,20,85,
11/22/2022,16:34,Leg Curl,15,115,
11/22/2022,16:34,Leg Curl,12,115,
11/22/2022,16:34,Leg Curl,15,145,
11/22/2022,16:34,Leg Curl,17,145,
11/22/2022,16:34,Leg Curl,12,175,
11/22/2022,16:34,Leg Curl,10,175,
11/22/2022,16:34,Leg Curl,11,175,
11/22/2022,16:34,Leg Curl,7,205,
11/22/2022,16:34,Leg Curl,8,205,
11/21/2022,12:34,Biceps Curl,20,85,
11/21/2022,12:34,Biceps Curl,21,85,
11/21/2022,12:34,Biceps Curl,18,85,
11/21/2022,12:34,Biceps Curl,15,100,
11/21/2022,12:34,Biceps Curl,15,100,
11/21/2022,12:34,Biceps Curl,8,100,
11/21/2022,12:34,Biceps Curl,9,130,
11/19/2022,9:09,Leg Curl,20,85,
11/19/2022,9:09,Leg Curl,12,85,
11/19/2022,9:09,Leg Curl,15,85,
11/19/2022,9:09,Leg Curl,13,115,
11/19/2022,9:00,Leg Press,20,300,
11/19/2022,9:00,Leg Press,15,300,
11/19/2022,9:00,Leg Press,20,390,
11/19/2022,9:00,Leg Press,20,390,
11/19/2022,9:00,Leg Press,20,480,
11/19/2022,9:00,Leg Press,11,480,
11/19/2022,9:00,Leg Press,6,480,
11/19/2022,8:34,Shoulder Shrug,20,70,
11/19/2022,8:34,Shoulder Shrug,20,70,
11/19/2022,8:34,Shoulder Shrug,15,70,
11/19/2022,8:34,Shoulder Shrug,15,110,
11/19/2022,8:34,Shoulder Shrug,10,110,
11/19/2022,8:12,Triceps Extension,35,35,
11/19/2022,8:12,Triceps Extension,22,35,
11/19/2022,8:12,Triceps Extension,30,35,
11/19/2022,8:12,Triceps Extension,12,35,
11/19/2022,8:12,Triceps Extension,15,50,
11/19/2022,8:12,Triceps Extension,16,50,
11/19/2022,8:12,Triceps Extension,9,50,
11/19/2022,8:12,Triceps Extension,19,50,
11/19/2022,8:12,Triceps Extension,12,65,
11/19/2022,8:12,Triceps Extension,12,65,
11/19/2022,8:12,Triceps Extension,9,65,
11/19/2022,8:12,Triceps Extension,15,40,
11/16/2022,14:01,Shoulder Press,10,85,
11/16/2022,14:01,Shoulder Press,11,85,
11/16/2022,14:01,Shoulder Press,10,85,
11/16/2022,14:01,Shoulder Press,8,100,
11/16/2022,14:01,Shoulder Press,7,100,
11/16/2022,14:01,Shoulder Press,5,100,
11/16/2022,13:32,Seated Rows,16,120,
11/16/2022,13:32,Seated Rows,15,120,
11/16/2022,13:32,Seated Rows,12,140,
11/16/2022,13:32,Seated Rows,10,140,
11/16/2022,13:32,Seated Rows,12,160,
11/16/2022,13:32,Seated Rows,7,160,
11/16/2022,13:15,Biceps Curl,20,85,
11/16/2022,13:15,Biceps Curl,17,85,
11/16/2022,13:15,Biceps Curl,14,100,
11/16/2022,13:15,Biceps Curl,10,100,
11/16/2022,13:15,Biceps Curl,12,100,
11/16/2022,13:15,Biceps Curl,13,115,
11/16/2022,13:15,Biceps Curl,9,115,
11/16/2022,13:15,Biceps Curl,9,130,
11/16/2022,13:15,Biceps Curl,5,130,
11/16/2022,13:15,Biceps Curl,20,70,
11/15/2022,14:48,Leg Extension,18,85,
11/15/2022,14:48,Leg Extension,20,85,
11/15/2022,14:48,Leg Extension,15,115,
11/15/2022,14:48,Leg Extension,14,115,
11/15/2022,14:48,Leg Extension,12,145,
11/15/2022,14:48,Leg Extension,10,145,
11/15/2022,14:38,Leg Curl,15,85,
11/15/2022,14:38,Leg Curl,15,85,
11/15/2022,14:38,Leg Curl,15,85,
11/15/2022,14:38,Leg Curl,8,115,
11/15/2022,14:38,Leg Curl,12,115,
11/15/2022,14:38,Leg Curl,10,145,
11/15/2022,14:38,Leg Curl,12,145,
11/15/2022,14:38,Leg Curl,10,175,
11/15/2022,14:38,Leg Curl,10,175,
11/15/2022,14:38,Leg Curl,10,205,
11/15/2022,14:38,Leg Curl,9,205,
11/15/2022,14:38,Leg Curl,5,235,
11/15/2022,14:15,Triceps Extension,20,30,
11/15/2022,14:15,Triceps Extension,15,30,
11/15/2022,14:15,Triceps Extension,12,35,
11/15/2022,14:15,Triceps Extension,15,35,
11/15/2022,14:15,Triceps Extension,20,35,
11/15/2022,14:15,Triceps Extension,20,42.5,
11/15/2022,14:15,Triceps Extension,15,42.5,
11/15/2022,14:15,Triceps Extension,12,42.5,
11/15/2022,14:15,Triceps Extension,14,50,
11/15/2022,14:15,Triceps Extension,15,50,
11/15/2022,14:15,Triceps Extension,15,65,
11/15/2022,14:15,Triceps Extension,12,65,
11/15/2022,14:15,Triceps Extension,6,80,
11/15/2022,14:15,Triceps Extension,7,80,
11/13/2022,9:17,Assisted Pull Ups,12,120,
11/13/2022,9:17,Assisted Pull Ups,12,120,
11/13/2022,9:17,Assisted Pull Ups,12,160,
11/13/2022,9:17,Assisted Pull Ups,7,160,
11/13/2022,9:10,Seated Calf Raise,20,205,
11/13/2022,9:10,Seated Calf Raise,20,205,
11/13/2022,9:10,Seated Calf Raise,20,205,
11/13/2022,9:10,Seated Calf Raise,20,235,
11/13/2022,9:10,Seated Calf Raise,20,235,
11/13/2022,9:10,Seated Calf Raise,20,235,
11/13/2022,9:10,Seated Calf Raise,20,265,
11/13/2022,9:10,Seated Calf Raise,10,265,
11/13/2022,8:48,Shoulder Press,13,85,
11/13/2022,8:48,Shoulder Press,8,85,
11/13/2022,8:48,Shoulder Press,5,100,
11/13/2022,8:48,Shoulder Press,6,100,
11/13/2022,8:48,Shoulder Press,8,100,
11/13/2022,8:48,Shoulder Press,6,100,
11/13/2022,8:22,Biceps Curl,20,85,
11/13/2022,8:22,Biceps Curl,15,85,
11/13/2022,8:22,Biceps Curl,15,85,
11/13/2022,8:22,Biceps Curl,14,100,
11/13/2022,8:22,Biceps Curl,9,100,
11/13/2022,8:22,Biceps Curl,8,130,
11/13/2022,8:22,Biceps Curl,9,130,
11/13/2022,8:22,Biceps Curl,11,100,
11/13/2022,8:22,Biceps Curl,16,100,
11/12/2022,9:48,Lying Leg Curls,21,70,
11/12/2022,9:48,Lying Leg Curls,21,70,
11/12/2022,9:48,Lying Leg Curls,12,70,
11/12/2022,9:48,Lying Leg Curls,12,115,
11/12/2022,9:34,Triceps Extension,20,35,
11/12/2022,9:34,Triceps Extension,17,35,
11/12/2022,9:34,Triceps Extension,13,35,
11/12/2022,9:34,Triceps Extension,12,35,
11/12/2022,9:34,Triceps Extension,18,50,
11/12/2022,9:34,Triceps Extension,20,50,
11/12/2022,9:34,Triceps Extension,18,50,
11/12/2022,9:34,Triceps Extension,12,57.5,
11/12/2022,9:34,Triceps Extension,14,57.5,
11/12/2022,9:34,Triceps Extension,15,30,
11/12/2022,9:05,Leg Press,15,390,
11/12/2022,9:05,Leg Press,15,390,
11/12/2022,9:05,Leg Press,15,480,
11/12/2022,9:05,Leg Press,15,480,
11/12/2022,9:05,Leg Press,12,570,
11/12/2022,9:05,Leg Press,13,570,
11/12/2022,9:05,Leg Press,20,480,
11/12/2022,9:05,Leg Press,13,480,
11/10/2022,15:15,Assisted Dip Machine,10,150,
11/10/2022,15:15,Assisted Dip Machine,10,150,
11/10/2022,15:15,Assisted Dip Machine,10,150,
11/10/2022,15:15,Assisted Dip Machine,10,150,
11/10/2022,14:59,Shoulder Shrug,20,70,
11/10/2022,14:59,Shoulder Shrug,20,70,
11/10/2022,14:59,Shoulder Shrug,20,110,
11/10/2022,14:59,Shoulder Shrug,20,110,
11/10/2022,14:59,Shoulder Shrug,12,150,
11/10/2022,14:59,Shoulder Shrug,12,150,
11/10/2022,14:46,Flyes,12,100,
11/10/2022,14:46,Flyes,12,100,
11/10/2022,14:46,Flyes,10,100,
11/10/2022,14:46,Flyes,10,115,
11/10/2022,14:46,Flyes,10,115,
11/10/2022,14:46,Flyes,7,115,
11/10/2022,14:29,Standing Calf Raise,22,190,
11/10/2022,14:29,Standing Calf Raise,18,190,
11/10/2022,14:29,Standing Calf Raise,25,190,
11/10/2022,14:29,Standing Calf Raise,20,235,
11/10/2022,14:29,Standing Calf Raise,25,235,
11/10/2022,14:29,Standing Calf Raise,20,265,
11/10/2022,14:29,Standing Calf Raise,20,265,
11/10/2022,14:29,Standing Calf Raise,25,235,
11/9/2022,14:22,Assisted Pull Ups,10,150,
11/9/2022,14:22,Assisted Pull Ups,9,150,
11/9/2022,14:22,Assisted Pull Ups,8,150,
11/9/2022,14:22,Assisted Pull Ups,5,165,
11/9/2022,14:04,Shoulder Press,10,85,
11/9/2022,14:04,Shoulder Press,10,85,
11/9/2022,14:04,Shoulder Press,7,100,
11/9/2022,14:04,Shoulder Press,7,100,
11/9/2022,14:04,Shoulder Press,2,100,
11/9/2022,13:44,Seated Rows,12,130,
11/9/2022,13:44,Seated Rows,12,130,
11/9/2022,13:44,Seated Rows,13,130,
11/9/2022,13:44,Seated Rows,12,150,
11/9/2022,13:44,Seated Rows,12,150,
11/9/2022,13:44,Seated Rows,9,200,
11/9/2022,13:44,Seated Rows,8,200,
11/9/2022,13:44,Seated Rows,5,200,
11/9/2022,13:38,Biceps Curl,16,85,
11/9/2022,13:38,Biceps Curl,12,85,
11/9/2022,13:38,Biceps Curl,10,85,
11/9/2022,13:38,Biceps Curl,12,85,
11/9/2022,13:38,Biceps Curl,8,115,
11/9/2022,13:38,Biceps Curl,11,115,
11/9/2022,13:38,Biceps Curl,10,115,
11/9/2022,13:38,Biceps Curl,7,145,
11/9/2022,13:38,Biceps Curl,5,145,
11/9/2022,13:38,Biceps Curl,8,130,
11/9/2022,13:38,Biceps Curl,12,130,
11/8/2022,12:50,Shoulder Shrug,15,70,
11/8/2022,12:50,Shoulder Shrug,20,70,
11/8/2022,12:50,Shoulder Shrug,12,70,
11/8/2022,12:50,Shoulder Shrug,12,120,
11/8/2022,12:50,Shoulder Shrug,11,120,
11/8/2022,12:27,Leg Extension,10,70,
11/8/2022,12:27,Leg Extension,12,70,
11/8/2022,12:27,Leg Extension,17,70,
11/8/2022,12:27,Leg Extension,15,90,
11/8/2022,12:27,Leg Extension,14,90,
11/8/2022,12:27,Leg Extension,12,100,
11/8/2022,12:27,Leg Extension,12,100,
11/8/2022,12:27,Leg Extension,15,100,
11/8/2022,12:27,Leg Extension,15,130,
11/8/2022,12:27,Leg Extension,10,130,
11/8/2022,12:27,Leg Extension,13,130,
11/8/2022,12:16,Lying Leg Curls,12,90,
11/8/2022,12:16,Lying Leg Curls,12,90,
11/8/2022,12:16,Lying Leg Curls,10,90,
11/8/2022,12:16,Lying Leg Curls,10,120,
11/8/2022,12:16,Lying Leg Curls,9,120,
11/8/2022,12:16,Lying Leg Curls,3,120,
11/6/2022,8:52,Lying Leg Curls,20,70,
11/6/2022,8:52,Lying Leg Curls,15,70,
11/6/2022,8:52,Lying Leg Curls,15,70,
11/6/2022,8:41,Shoulder Shrug,15,80,
11/6/2022,8:41,Shoulder Shrug,15,80,
11/6/2022,8:41,Shoulder Shrug,15,80,
11/6/2022,8:41,Shoulder Shrug,15,110,
11/6/2022,8:41,Shoulder Shrug,15,110,
11/6/2022,8:41,Shoulder Shrug,11,110,
11/6/2022,8:26,Triceps Extension,25,35,
11/6/2022,8:26,Triceps Extension,15,35,
11/6/2022,8:26,Triceps Extension,15,35,
11/6/2022,8:26,Triceps Extension,12,35,
11/6/2022,8:26,Triceps Extension,12,35,
11/6/2022,8:26,Triceps Extension,12,50,
11/6/2022,8:26,Triceps Extension,12,50,
11/6/2022,8:26,Triceps Extension,15,50,
11/6/2022,8:26,Triceps Extension,9,65,
11/6/2022,8:26,Triceps Extension,8,65,
11/6/2022,8:10,Leg Press,6,390,
11/6/2022,8:10,Leg Press,10,390,
11/6/2022,8:10,Leg Press,10,390,
11/6/2022,8:10,Leg Press,12,390,
11/6/2022,8:10,Leg Press,12,480,
11/6/2022,8:10,Leg Press,12,480,
11/6/2022,8:10,Leg Press,12,480,
11/6/2022,8:10,Leg Press,9,620,
11/6/2022,8:10,Leg Press,6,620,
11/4/2022,12:24,Seated Rows,20,100,
11/4/2022,12:24,Seated Rows,15,100,
11/4/2022,12:24,Seated Rows,12,140,
11/4/2022,12:24,Seated Rows,10,140,
11/4/2022,12:09,Biceps Curl,20,85,
11/4/2022,12:09,Biceps Curl,10,85,
11/4/2022,12:09,Biceps Curl,13,85,
11/4/2022,12:09,Biceps Curl,10,100,
11/4/2022,12:09,Biceps Curl,9,100,
11/4/2022,12:09,Biceps Curl,10,100,
11/4/2022,12:09,Biceps Curl,7,130,
11/4/2022,12:09,Biceps Curl,6,130,
11/4/2022,12:09,Biceps Curl,6,130,
11/4/2022,12:09,Biceps Curl,12,85,
11/3/2022,14:49,Assisted Dip Machine,10,150,
11/3/2022,14:49,Assisted Dip Machine,10,150,
11/3/2022,14:49,Assisted Dip Machine,10,150,
11/3/2022,14:49,Assisted Dip Machine,8,180,
11/3/2022,14:49,Assisted Dip Machine,5,180,
11/3/2022,14:29,Shoulder Shrug,20,70,
11/3/2022,14:29,Shoulder Shrug,20,70,
11/3/2022,14:29,Shoulder Shrug,20,70,
11/3/2022,14:29,Shoulder Shrug,12,120,
11/3/2022,14:29,Shoulder Shrug,15,120,
11/3/2022,14:29,Shoulder Shrug,12,120,
11/3/2022,14:29,Shoulder Shrug,12,140,
11/3/2022,14:29,Shoulder Shrug,10,140,
11/3/2022,14:29,Shoulder Shrug,8,140,
11/3/2022,14:22,Flyes,10,100,
11/3/2022,14:22,Flyes,10,100,
11/3/2022,14:22,Flyes,7,100,
11/3/2022,14:22,Flyes,7,100,
11/3/2022,14:22,Flyes,7,100,
11/3/2022,14:12,Ab Machine,10,70,
11/3/2022,14:12,Ab Machine,10,70,
11/3/2022,14:12,Ab Machine,10,70,
11/3/2022,14:12,Ab Machine,8,70,
11/3/2022,14:12,Ab Machine,6,70,
11/3/2022,13:53,Standing Calf Raise,20,175,
11/3/2022,13:53,Standing Calf Raise,20,175,
11/3/2022,13:53,Standing Calf Raise,20,175,
11/3/2022,13:53,Standing Calf Raise,15,215,
11/3/2022,13:53,Standing Calf Raise,18,220,
11/3/2022,13:53,Standing Calf Raise,15,220,
11/3/2022,13:53,Standing Calf Raise,15,265,
11/3/2022,13:53,Standing Calf Raise,15,265,
11/3/2022,13:53,Standing Calf Raise,15,265,
11/3/2022,13:53,Standing Calf Raise,10,310,
11/3/2022,13:53,Standing Calf Raise,10,310,
11/3/2022,13:53,Standing Calf Raise,15,235,
11/2/2022,14:19,Seated Rows,10,170,
11/2/2022,14:19,Seated Rows,11,170,
11/2/2022,14:19,Seated Rows,11,170,
11/2/2022,13:55,Shoulder Press,15,60,
11/2/2022,13:55,Shoulder Press,10,60,
11/2/2022,13:55,Shoulder Press,12,60,
11/2/2022,13:55,Shoulder Press,10,70,
11/2/2022,13:55,Shoulder Press,10,70,
11/2/2022,13:55,Shoulder Press,8,85,
11/2/2022,13:55,Shoulder Press,7,85,
11/2/2022,13:55,Shoulder Press,7,85,
11/2/2022,13:52,Biceps Curl,12,60,
11/2/2022,13:52,Biceps Curl,9,60,
11/2/2022,13:52,Biceps Curl,8,60,
11/2/2022,13:52,Biceps Curl,9,95,
11/2/2022,13:52,Biceps Curl,10,95,
11/2/2022,13:52,Biceps Curl,8,95,
11/1/2022,11:31,Leg Extension,30,70,
11/1/2022,11:31,Leg Extension,20,70,
11/1/2022,11:31,Leg Extension,20,70,
11/1/2022,11:31,Leg Extension,16,85,
11/1/2022,11:31,Leg Extension,20,85,
11/1/2022,11:31,Leg Extension,20,85,
11/1/2022,11:31,Leg Extension,20,115,
11/1/2022,11:31,Leg Extension,20,115,
11/1/2022,10:47,Shoulder Shrug,20,70,
11/1/2022,10:47,Shoulder Shrug,20,70,
11/1/2022,10:47,Shoulder Shrug,20,70,
11/1/2022,10:47,Shoulder Shrug,12,120,
11/1/2022,10:47,Shoulder Shrug,12,120,
11/1/2022,10:47,Shoulder Shrug,12,120,
11/1/2022,10:47,Shoulder Shrug,15,140,
11/1/2022,10:47,Shoulder Shrug,12,140,
11/1/2022,10:32,Triceps Extension,15,57.5,
11/1/2022,10:32,Triceps Extension,15,50,
11/1/2022,10:32,Triceps Extension,20,50,
11/1/2022,10:32,Triceps Extension,13,50,
11/1/2022,10:32,Triceps Extension,16,30,
11/1/2022,10:32,Triceps Extension,9,65,
11/1/2022,10:32,Triceps Extension,10,65,
11/1/2022,10:32,Triceps Extension,10,65,
11/1/2022,10:32,Triceps Extension,7,35,
11/1/2022,10:32,Triceps Extension,11,35,
11/1/2022,10:32,Triceps Extension,18,50,
10/30/2022,8:52,Shoulder Press,9,85,
10/30/2022,8:52,Shoulder Press,10,85,
10/30/2022,8:52,Shoulder Press,8,85,
10/30/2022,8:52,Shoulder Press,8,100,
10/30/2022,8:52,Shoulder Press,5,100,
10/30/2022,8:46,Seated Rows,18,120,
10/30/2022,8:46,Seated Rows,15,120,
10/30/2022,8:46,Seated Rows,12,120,
10/30/2022,8:46,Seated Rows,11,160,
10/30/2022,8:46,Seated Rows,10,160,
10/30/2022,8:46,Seated Rows,11,160,
10/30/2022,8:46,Seated Rows,10,160,
10/30/2022,8:18,Seated Calf Raise,25,175,
10/30/2022,8:18,Seated Calf Raise,15,175,
10/30/2022,8:18,Seated Calf Raise,20,175,
10/30/2022,8:18,Seated Calf Raise,20,205,
10/30/2022,8:18,Seated Calf Raise,17,205,
10/30/2022,8:18,Seated Calf Raise,17,235,
10/30/2022,8:18,Seated Calf Raise,17,235,
10/30/2022,8:18,Seated Calf Raise,15,265,
10/30/2022,8:01,Biceps Curl,18,85,
10/30/2022,8:01,Biceps Curl,12,85,
10/30/2022,8:01,Biceps Curl,15,85,
10/30/2022,8:01,Biceps Curl,11,115,
10/30/2022,8:01,Biceps Curl,11,115,
10/30/2022,8:01,Biceps Curl,7,115,
10/30/2022,8:01,Biceps Curl,8,130,
10/30/2022,8:01,Biceps Curl,8,130,
10/30/2022,8:01,Biceps Curl,5,130,
10/30/2022,8:01,Biceps Curl,10,85,
10/30/2022,8:01,Biceps Curl,10,85,
10/28/2022,13:37,Seated Rows,12,155,
10/28/2022,13:37,Seated Rows,15,155,
10/28/2022,13:37,Seated Rows,13,200,
10/28/2022,13:37,Seated Rows,11,200,
10/28/2022,13:37,Seated Rows,11,200,
10/28/2022,13:37,Seated Rows,10,200,
10/28/2022,13:37,Seated Rows,12,200,
10/28/2022,13:22,Biceps Curl,15,60,
10/28/2022,13:22,Biceps Curl,12,60,
10/28/2022,13:22,Biceps Curl,8,60,
10/28/2022,13:22,Biceps Curl,7,60,
10/28/2022,13:22,Biceps Curl,10,100,
10/28/2022,13:22,Biceps Curl,20,100,
10/28/2022,13:22,Biceps Curl,7,125,
10/28/2022,13:22,Biceps Curl,6,125,
10/28/2022,13:22,Biceps Curl,5,125,
10/28/2022,13:22,Biceps Curl,8,110,
10/28/2022,13:22,Biceps Curl,11,110,
10/26/2022,11:00,Seated Rows,12,120,
10/26/2022,11:00,Seated Rows,10,120,
10/26/2022,11:00,Seated Rows,10,145,
10/26/2022,11:00,Seated Rows,12,140,
10/26/2022,11:00,Seated Rows,11,160,
10/26/2022,11:00,Seated Rows,10,160,
10/26/2022,11:00,Seated Rows,8,180,
10/26/2022,11:00,Seated Rows,7,180,
10/26/2022,10:44,Shoulder Press,12,70,
10/26/2022,10:44,Shoulder Press,13,70,
10/26/2022,10:44,Shoulder Press,11,70,
10/26/2022,10:44,Shoulder Press,10,85,
10/26/2022,10:44,Shoulder Press,7,85,
10/26/2022,10:44,Shoulder Press,6,85,
10/26/2022,10:27,Biceps Curl,15,80,
10/26/2022,10:27,Biceps Curl,12,80,
10/26/2022,10:27,Biceps Curl,10,80,
10/26/2022,10:27,Biceps Curl,10,80,
10/26/2022,10:27,Biceps Curl,10,80,
10/26/2022,10:27,Biceps Curl,12,110,
10/26/2022,10:27,Biceps Curl,10,110,
10/26/2022,10:27,Biceps Curl,8,110,
10/26/2022,10:27,Biceps Curl,7,140,
10/26/2022,10:27,Biceps Curl,7,140,
10/25/2022,12:22,Lying Leg Curls,10,120,
10/25/2022,12:22,Lying Leg Curls,12,120,
10/25/2022,12:22,Lying Leg Curls,8,120,
10/25/2022,12:13,Hip Abductor,20,145,
10/25/2022,12:13,Hip Abductor,20,145,
10/25/2022,12:13,Hip Abductor,20,175,
10/25/2022,12:13,Hip Abductor,20,175,
10/25/2022,12:13,Hip Abductor,20,205,
10/25/2022,12:13,Hip Abductor,20,205,
10/25/2022,12:13,Hip Abductor,20,235,
10/25/2022,12:13,Hip Abductor,15,235,
10/25/2022,11:52,Shoulder Shrug,20,70,
10/25/2022,11:52,Shoulder Shrug,20,70,
10/25/2022,11:52,Shoulder Shrug,20,70,
10/25/2022,11:52,Shoulder Shrug,15,110,
10/25/2022,11:52,Shoulder Shrug,15,110,
10/25/2022,11:52,Shoulder Shrug,15,110,
10/25/2022,11:36,Triceps Extension,25,35,
10/25/2022,11:36,Triceps Extension,20,35,
10/25/2022,11:36,Triceps Extension,24,35,
10/25/2022,11:36,Triceps Extension,10,50,
10/25/2022,11:36,Triceps Extension,15,50,
10/25/2022,11:36,Triceps Extension,10,50,
10/25/2022,11:36,Triceps Extension,15,50,
10/25/2022,11:36,Triceps Extension,12,50,
10/25/2022,11:36,Triceps Extension,13,57.5,
10/25/2022,11:36,Triceps Extension,10,57.5,
10/25/2022,11:36,Triceps Extension,13,57.5,
10/22/2022,9:25,Shoulder Shrug,15,70,
10/22/2022,9:25,Shoulder Shrug,18,70,
10/22/2022,9:25,Shoulder Shrug,20,70,
10/22/2022,9:25,Shoulder Shrug,10,110,
10/22/2022,9:25,Shoulder Shrug,12,110,
10/22/2022,9:25,Shoulder Shrug,12,110,
10/22/2022,9:25,Shoulder Shrug,12,110,
10/22/2022,9:25,Shoulder Shrug,10,150,
10/22/2022,9:25,Shoulder Shrug,8,150,
10/22/2022,9:25,Shoulder Shrug,10,150,
10/22/2022,9:25,Shoulder Shrug,10,110,
10/22/2022,9:10,Pulldown,10,140,
10/22/2022,9:10,Pulldown,10,140,
10/22/2022,9:10,Pulldown,10,160,
10/22/2022,9:10,Pulldown,10,160,
10/22/2022,9:10,Pulldown,6,180,
10/22/2022,9:10,Pulldown,7,180,
10/22/2022,8:58,Triceps Extension,25,35,
10/22/2022,8:58,Triceps Extension,16,35,
10/22/2022,8:58,Triceps Extension,25,35,
10/22/2022,8:58,Triceps Extension,10,40,
10/22/2022,8:58,Triceps Extension,13,40,
10/22/2022,8:58,Triceps Extension,9,40,
10/22/2022,8:58,Triceps Extension,10,40,
10/22/2022,8:58,Triceps Extension,15,50,
10/22/2022,8:58,Triceps Extension,20,50,
10/22/2022,8:58,Triceps Extension,11,50,
10/22/2022,8:58,Triceps Extension,9,50,
10/22/2022,8:42,Biceps Curl,15,100,
10/22/2022,8:42,Biceps Curl,12,100,
10/22/2022,8:42,Biceps Curl,12,100,
10/22/2022,8:42,Biceps Curl,10,100,
10/22/2022,8:42,Biceps Curl,10,100,
10/22/2022,8:42,Biceps Curl,6,115,
10/22/2022,8:42,Biceps Curl,7,115,
10/22/2022,8:42,Biceps Curl,12,130,
10/22/2022,8:42,Biceps Curl,8,130,
10/22/2022,8:42,Biceps Curl,5,130,
10/21/2022,10:55,Hip Abductor,30,115,
10/21/2022,10:55,Hip Abductor,30,160,
10/21/2022,10:55,Hip Abductor,30,160,
10/21/2022,10:55,Hip Abductor,20,205,
10/21/2022,10:55,Hip Abductor,22,205,
10/21/2022,10:55,Hip Abductor,20,205,
10/21/2022,10:55,Hip Abductor,25,205,
10/21/2022,10:32,Shoulder Shrug,25,70,
10/21/2022,10:32,Shoulder Shrug,20,110,
10/21/2022,10:32,Shoulder Shrug,20,110,
10/21/2022,10:32,Shoulder Shrug,12,110,
10/21/2022,10:32,Shoulder Shrug,10,160,
10/21/2022,10:32,Shoulder Shrug,12,160,
10/21/2022,10:32,Shoulder Shrug,9,160,
10/21/2022,10:32,Shoulder Shrug,11,160,
10/21/2022,10:32,Shoulder Shrug,10,180,
10/21/2022,10:32,Shoulder Shrug,12,180,
10/21/2022,10:32,Shoulder Shrug,2,180,
10/21/2022,10:24,Overhead Machine Press,9,85,
10/21/2022,10:24,Overhead Machine Press,6,85,
10/21/2022,10:24,Overhead Machine Press,6,85,
10/21/2022,10:08,Biceps Curl,18,85,
10/21/2022,10:08,Biceps Curl,14,85,
10/21/2022,10:08,Biceps Curl,10,85,
10/21/2022,10:08,Biceps Curl,15,100,
10/21/2022,10:08,Biceps Curl,15,100,
10/21/2022,10:08,Biceps Curl,10,100,
10/21/2022,10:08,Biceps Curl,9,115,
10/21/2022,10:08,Biceps Curl,12,115,
10/21/2022,10:08,Biceps Curl,8,130,
10/21/2022,10:01,Standing Calf Raise,20,175,
10/21/2022,10:01,Standing Calf Raise,20,175,
10/21/2022,10:01,Standing Calf Raise,20,175,
10/21/2022,10:01,Standing Calf Raise,15,220,
10/21/2022,10:01,Standing Calf Raise,16,220,
10/21/2022,10:01,Standing Calf Raise,20,220,
10/21/2022,10:01,Standing Calf Raise,12,265,
10/21/2022,10:01,Standing Calf Raise,17,265,
10/21/2022,10:01,Standing Calf Raise,15,335,
10/21/2022,10:01,Standing Calf Raise,14,335,
10/21/2022,10:01,Standing Calf Raise,11,335,
10/21/2022,10:01,Standing Calf Raise,10,265,
10/20/2022,12:54,Triceps Extension,20,20,
10/20/2022,12:54,Triceps Extension,12,20,
10/20/2022,12:54,Triceps Extension,20,30,
10/20/2022,12:54,Triceps Extension,18,30,
10/20/2022,12:54,Triceps Extension,15,40,
10/20/2022,12:54,Triceps Extension,10,40,
10/20/2022,12:54,Triceps Extension,14,40,
10/20/2022,12:54,Triceps Extension,13,50,
10/20/2022,12:54,Triceps Extension,15,50,
10/20/2022,12:54,Triceps Extension,9,50,
10/20/2022,12:54,Triceps Extension,10,55,
10/20/2022,12:54,Triceps Extension,10,55,
10/20/2022,12:54,Triceps Extension,8,40,
10/20/2022,12:33,Leg Extension,15,85,
10/20/2022,12:33,Leg Extension,20,85,
10/20/2022,12:33,Leg Extension,20,85,
10/20/2022,12:33,Leg Extension,15,115,
10/20/2022,12:33,Leg Extension,20,115,
10/20/2022,12:33,Leg Extension,12,145,
10/20/2022,12:33,Leg Extension,8,145,
10/20/2022,12:33,Leg Extension,12,115,
10/20/2022,12:33,Leg Extension,11,115,
10/20/2022,12:33,Leg Extension,13,115,
10/20/2022,12:33,Leg Extension,12,115,
10/20/2022,12:09,Leg Curl,20,85,
10/20/2022,12:09,Leg Curl,18,85,
10/20/2022,12:09,Leg Curl,10,85,
10/20/2022,12:09,Leg Curl,15,115,
10/20/2022,12:09,Leg Curl,10,115,
10/20/2022,12:09,Leg Curl,9,115,
10/20/2022,12:09,Leg Curl,12,145,
10/20/2022,12:09,Leg Curl,10,145,
10/20/2022,12:09,Leg Curl,8,175,
10/20/2022,12:09,Leg Curl,8,175,
10/20/2022,11:58,Biceps Curl,12,70,
10/20/2022,11:58,Biceps Curl,12,70,
10/20/2022,11:58,Biceps Curl,9,70,
10/20/2022,11:58,Biceps Curl,8,70,
10/20/2022,11:58,Biceps Curl,9,70,
10/20/2022,11:58,Biceps Curl,9,70,
10/18/2022,15:15,Assisted Dip Machine,10,150,
10/18/2022,15:15,Assisted Dip Machine,10,150,
10/18/2022,15:15,Assisted Dip Machine,9,180,
