Date,Time,Exercise,# of Reps,Weight,Notes
2/16/2023,13:25,Triceps Extension,12,50,
2/16/2023,13:25,Triceps Extension,15,50,
2/16/2023,13:25,Triceps Extension,15,50,
2/16/2023,13:25,Triceps Extension,10,65,
2/16/2023,13:25,Triceps Extension,12,65,
2/16/2023,13:25,Triceps Extension,12,65,
2/16/2023,13:25,Triceps Extension,8,80,
2/16/2023,13:25,Triceps Extension,8,80,
2/16/2023,13:25,Triceps Extension,5,80,
2/16/2023,13:25,Triceps Extension,12,50,
2/12/2023,8:56,Flyes,18,100,
2/12/2023,8:56,Flyes,14,100,
2/12/2023,8:56,Flyes,12,115,
2/12/2023,8:56,Flyes,10,115,
2/12/2023,8:56,Flyes,10,115,
2/12/2023,8:56,Flyes,12,115,
2/12/2023,8:42,Leg Curl,10,100,
2/12/2023,8:42,Leg Curl,12,100,
2/12/2023,8:42,Leg Curl,10,100,
2/12/2023,8:42,Leg Curl,8,115,
2/12/2023,8:24,Leg Extension,20,70,
2/12/2023,8:24,Leg Extension,15,70,
2/12/2023,8:24,Leg Extension,15,85,
2/12/2023,8:24,Leg Extension,15,100,
2/12/2023,8:24,Leg Extension,12,115,
2/12/2023,8:24,Leg Extension,15,130,
2/12/2023,8:24,Leg Extension,15,145,
2/12/2023,8:24,Leg Extension,8,160,
2/12/2023,8:24,Leg Extension,5,160,
2/12/2023,8:19,Seated Calf Raise,15,220,
2/12/2023,8:19,Seated Calf Raise,15,220,
2/12/2023,8:19,Seated Calf Raise,15,220,
2/12/2023,8:19,Seated Calf Raise,15,250,
2/12/2023,8:19,Seated Calf Raise,16,250,
2/12/2023,8:19,Seated Calf Raise,12,280,
2/12/2023,8:19,Seated Calf Raise,15,280,
2/12/2023,8:19,Seated Calf Raise,12,280,
2/12/2023,8:19,Seated Calf Raise,12,310,
2/12/2023,8:06,Biceps Curl,12,100,
2/12/2023,8:06,Biceps Curl,15,100,
2/12/2023,8:06,Biceps Curl,10,100,
2/12/2023,8:06,Biceps Curl,10,115,
2/12/2023,8:06,Biceps Curl,10,115,
2/12/2023,8:06,Biceps Curl,8,115,
2/12/2023,7:46,Triceps Extension,15,50,
2/12/2023,7:46,Triceps Extension,15,50,
2/12/2023,7:46,Triceps Extension,20,50,
2/12/2023,7:46,Triceps Extension,12,65,
2/12/2023,7:46,Triceps Extension,10,65,
2/12/2023,7:46,Triceps Extension,10,65,
2/12/2023,7:46,Triceps Extension,10,80,
2/12/2023,7:46,Triceps Extension,10,80,
2/12/2023,7:46,Triceps Extension,14,50,
2/11/2023,8:08,Dips,10,150,
2/11/2023,8:08,Dips,12,150,
2/11/2023,8:08,Dips,10,150,
2/11/2023,8:08,Dips,10,165,
2/11/2023,8:08,Dips,10,165,
2/11/2023,8:08,Dips,10,165,
2/11/2023,8:08,Dips,10,180,
2/11/2023,8:08,Dips,10,180,
2/11/2023,8:08,Dips,8,195,
2/11/2023,8:08,Dips,8,195,
2/11/2023,8:08,Dips,6,210,
2/11/2023,7:47,Triceps Extension,20,42.5,
2/11/2023,7:47,Triceps Extension,15,57.5,
2/11/2023,7:47,Triceps Extension,18,57.5,
2/11/2023,7:47,Triceps Extension,12,65,
2/11/2023,7:47,Triceps Extension,12,65,
2/11/2023,7:47,Triceps Extension,12,65,
2/11/2023,7:47,Triceps Extension,12,72.5,
2/11/2023,7:47,Triceps Extension,10,72.5,
2/11/2023,7:47,Triceps Extension,12,72.5,
2/11/2023,7:45,Seated Calf Raise,15,190,
2/11/2023,7:45,Seated Calf Raise,20,190,
2/11/2023,7:45,Seated Calf Raise,15,220,
2/11/2023,7:45,Seated Calf Raise,15,220,
2/11/2023,7:45,Seated Calf Raise,15,250,
2/11/2023,7:45,Seated Calf Raise,15,250,
2/11/2023,7:45,Seated Calf Raise,15,280,
2/11/2023,7:45,Seated Calf Raise,14,280,
2/8/2023,12:02,Flyes,12,100,
2/8/2023,12:02,Flyes,10,100,
2/8/2023,12:02,Flyes,15,100,
2/8/2023,12:02,Flyes,12,100,
2/8/2023,12:02,Flyes,10,115,
2/8/2023,12:02,Flyes,10,115,
2/8/2023,12:02,Flyes,8,115,
2/8/2023,11:41,Seated Calf Raise,20,190,
2/8/2023,11:41,Seated Calf Raise,20,190,
2/8/2023,11:41,Seated Calf Raise,20,190,
2/8/2023,11:41,Seated Calf Raise,20,220,
2/8/2023,11:41,Seated Calf Raise,18,220,
2/8/2023,11:41,Seated Calf Raise,15,250,
2/8/2023,11:41,Seated Calf Raise,15,250,
2/8/2023,11:41,Seated Calf Raise,15,250,
2/8/2023,11:31,Pulldown,10,130,
2/8/2023,11:31,Pulldown,10,130,
2/8/2023,11:31,Pulldown,8,150,
2/8/2023,11:31,Pulldown,8,150,
2/8/2023,11:31,Pulldown,7,150,
2/8/2023,11:31,Pulldown,10,110,
2/8/2023,11:21,Shoulder Shrug,12,70,
2/8/2023,11:21,Shoulder Shrug,12,70,
2/8/2023,11:21,Shoulder Shrug,12,70,
2/8/2023,11:21,Shoulder Shrug,12,70,
2/8/2023,11:21,Shoulder Shrug,12,70,
2/8/2023,11:05,Triceps Extension,15,57.5,
2/8/2023,11:05,Triceps Extension,20,57.5,
2/8/2023,11:05,Triceps Extension,10,65,
2/8/2023,11:05,Triceps Extension,12,65,
2/8/2023,11:05,Triceps Extension,20,65,
2/8/2023,11:05,Triceps Extension,8,65,
2/8/2023,11:05,Triceps Extension,10,65,
2/8/2023,11:05,Triceps Extension,9,65,
2/8/2023,11:05,Triceps Extension,15,38,
2/8/2023,11:05,Triceps Extension,27,35,
2/7/2023,11:00,Flyes,15,100,
2/7/2023,11:00,Flyes,15,100,
2/7/2023,11:00,Flyes,15,100,
2/7/2023,11:00,Flyes,10,115,
2/7/2023,11:00,Flyes,10,115,
2/7/2023,11:00,Flyes,8,115,
2/7/2023,10:34,Leg Curl,12,100,
2/7/2023,10:34,Leg Curl,12,100,
2/7/2023,10:34,Leg Curl,12,115,
2/7/2023,10:34,Leg Curl,12,115,
2/7/2023,10:34,Leg Curl,12,130,
2/7/2023,10:34,Leg Curl,12,145,
2/7/2023,10:34,Leg Curl,12,160,
2/7/2023,10:34,Leg Curl,12,175,
2/7/2023,10:34,Leg Curl,8,205,
2/7/2023,10:29,Biceps Curl,10,70,
2/7/2023,10:29,Biceps Curl,12,85,
2/7/2023,10:29,Biceps Curl,12,100,
2/7/2023,10:29,Biceps Curl,12,115,
2/7/2023,10:29,Biceps Curl,8,130,
2/7/2023,10:29,Biceps Curl,7,130,
2/7/2023,10:29,Biceps Curl,10,130,
2/7/2023,10:29,Biceps Curl,10,100,
2/7/2023,10:29,Biceps Curl,10,100,
2/7/2023,10:09,Triceps Extension,25,50,
2/7/2023,10:09,Triceps Extension,12,50,
2/7/2023,10:09,Triceps Extension,13,50,
2/7/2023,10:09,Triceps Extension,12,50,
2/7/2023,10:09,Triceps Extension,20,50,
2/7/2023,10:09,Triceps Extension,20,57.5,
2/7/2023,10:09,Triceps Extension,12,57.5,
2/7/2023,10:09,Triceps Extension,12,57.5,
2/7/2023,10:09,Triceps Extension,12,65,
2/7/2023,10:09,Triceps Extension,10,80,
2/7/2023,9:54,Seated Calf Raise,20,205,
2/7/2023,9:54,Seated Calf Raise,20,205,
2/7/2023,9:54,Seated Calf Raise,20,205,
2/7/2023,9:54,Seated Calf Raise,12,235,
2/7/2023,9:54,Seated Calf Raise,15,235,
2/7/2023,9:54,Seated Calf Raise,15,235,
2/7/2023,9:54,Seated Calf Raise,16,265,
2/7/2023,9:54,Seated Calf Raise,15,265,
2/5/2023,8:56,Flyes,10,85,
2/5/2023,8:56,Flyes,10,85,
2/5/2023,8:56,Flyes,10,85,
2/5/2023,8:56,Flyes,12,100,
2/5/2023,8:56,Flyes,10,100,
2/5/2023,8:56,Flyes,10,100,
2/5/2023,8:56,Flyes,10,115,
2/5/2023,8:56,Flyes,10,115,
2/5/2023,8:56,Flyes,15,115,
2/5/2023,8:33,Leg Curl,12,85,
2/5/2023,8:33,Leg Curl,12,85,
2/5/2023,8:33,Leg Curl,12,100,
2/5/2023,8:33,Leg Curl,10,130,
2/5/2023,8:33,Leg Curl,10,145,
2/5/2023,8:33,Leg Curl,10,175,
2/5/2023,8:33,Leg Curl,8,175,
2/5/2023,8:33,Leg Curl,8,205,
2/5/2023,8:33,Leg Curl,8,205,
2/5/2023,8:17,Biceps Curl,16,85,
2/5/2023,8:17,Biceps Curl,12,85,
2/5/2023,8:17,Biceps Curl,10,100,
2/5/2023,8:17,Biceps Curl,12,100,
2/5/2023,8:17,Biceps Curl,8,115,
2/5/2023,8:17,Biceps Curl,10,130,
2/5/2023,8:17,Biceps Curl,5,130,
2/5/2023,8:17,Biceps Curl,9,130,
2/5/2023,8:17,Biceps Curl,10,130,
2/5/2023,8:17,Biceps Curl,4,130,
2/5/2023,7:47,Triceps Extension,20,50,
2/5/2023,7:47,Triceps Extension,20,50,
2/5/2023,7:47,Triceps Extension,20,57.5,
2/5/2023,7:47,Triceps Extension,10,65,
2/5/2023,7:47,Triceps Extension,12,65,
2/5/2023,7:47,Triceps Extension,9,72.5,
2/5/2023,7:47,Triceps Extension,10,72.5,
2/5/2023,7:47,Triceps Extension,5,87.5,
2/5/2023,7:47,Triceps Extension,16,87.5,
2/4/2023,8:39,Flyes,12,90,
2/4/2023,8:39,Flyes,12,90,
2/4/2023,8:39,Flyes,10,105,
2/4/2023,8:39,Flyes,10,105,
2/4/2023,8:39,Flyes,5,105,
2/4/2023,8:39,Flyes,8,75,
2/4/2023,8:24,Seated Rows,15,130,
2/4/2023,8:24,Seated Rows,15,130,
2/4/2023,8:24,Seated Rows,12,170,
2/4/2023,8:24,Seated Rows,10,170,
2/4/2023,8:24,Seated Rows,12,170,
2/4/2023,8:24,Seated Rows,12,170,
2/4/2023,8:18,Dips,8,150,
2/4/2023,8:18,Dips,12,150,
2/4/2023,8:18,Dips,12,150,
2/4/2023,8:18,Dips,7,165,
2/4/2023,8:18,Dips,10,165,
2/4/2023,8:18,Dips,10,165,
2/4/2023,8:18,Dips,10,180,
2/4/2023,8:18,Dips,10,180,
2/4/2023,8:18,Dips,9,180,
2/4/2023,8:18,Dips,10,180,
2/4/2023,7:46,Triceps Extension,20,50,
2/4/2023,7:46,Triceps Extension,20,50,
2/4/2023,7:46,Triceps Extension,10,50,
2/4/2023,7:46,Triceps Extension,12,57.5,
2/4/2023,7:46,Triceps Extension,12,57.5,
2/4/2023,7:46,Triceps Extension,12,57.5,
2/4/2023,7:46,Triceps Extension,12,65,
2/4/2023,7:46,Triceps Extension,12,65,
2/4/2023,7:46,Triceps Extension,8,65,
2/4/2023,7:46,Triceps Extension,12,65,
2/4/2023,7:35,Seated Calf Raise,15,190,
2/4/2023,7:35,Seated Calf Raise,15,190,
2/4/2023,7:35,Seated Calf Raise,15,220,
2/4/2023,7:35,Seated Calf Raise,15,220,
2/4/2023,7:35,Seated Calf Raise,15,250,
2/4/2023,7:35,Seated Calf Raise,18,250,
2/4/2023,7:35,Seated Calf Raise,15,295,
2/4/2023,7:35,Seated Calf Raise,12,295,
2/2/2023,12:06,Flyes,10,85,
2/2/2023,12:06,Flyes,10,85,
2/2/2023,12:06,Flyes,10,85,
2/2/2023,12:06,Flyes,10,100,
2/2/2023,12:06,Flyes,10,100,
2/2/2023,12:06,Flyes,12,115,
2/2/2023,12:06,Flyes,10,115,
2/2/2023,12:06,Flyes,9,115,
2/2/2023,11:51,Leg Extension,10,85,
2/2/2023,11:51,Leg Extension,15,85,
2/2/2023,11:51,Leg Extension,10,100,
2/2/2023,11:51,Leg Extension,10,115,
2/2/2023,11:51,Leg Extension,12,130,
2/2/2023,11:51,Leg Extension,12,145,
2/2/2023,11:24,Leg Press,15,390,
2/2/2023,11:24,Leg Press,15,390,
2/2/2023,11:24,Leg Press,15,480,
2/2/2023,11:24,Leg Press,12,480,
2/2/2023,11:24,Leg Press,10,570,
2/2/2023,11:24,Leg Press,10,570,
2/2/2023,11:24,Leg Press,8,675,
2/2/2023,11:24,Leg Press,10,675,
2/2/2023,11:24,Leg Press,6,675,
2/2/2023,11:05,Triceps Extension,15,50,
2/2/2023,11:05,Triceps Extension,15,50,
2/2/2023,11:05,Triceps Extension,12,50,
2/2/2023,11:05,Triceps Extension,11,65,
2/2/2023,11:05,Triceps Extension,10,65,
2/2/2023,11:05,Triceps Extension,10,65,
2/2/2023,11:05,Triceps Extension,10,65,
2/2/2023,11:05,Triceps Extension,10,65,
2/2/2023,11:05,Triceps Extension,10,72.5,
2/2/2023,11:05,Triceps Extension,9,72.5,
2/2/2023,11:05,Triceps Extension,8,72.5,
2/1/2023,13:02,Seated Rows,12,130,
2/1/2023,13:02,Seated Rows,12,130,
2/1/2023,13:02,Seated Rows,10,130,
2/1/2023,13:02,Seated Rows,8,170,
2/1/2023,13:02,Seated Rows,8,170,
2/1/2023,12:51,Pulldown,10,150,
2/1/2023,12:51,Pulldown,10,150,
2/1/2023,12:51,Pulldown,7,150,
2/1/2023,12:51,Pulldown,10,150,
2/1/2023,12:51,Pulldown,6,170,
2/1/2023,12:31,Dips,10,150,
2/1/2023,12:31,Dips,10,150,
2/1/2023,12:31,Dips,10,150,
2/1/2023,12:31,Dips,10,165,
2/1/2023,12:31,Dips,9,165,
2/1/2023,12:31,Dips,9,165,
2/1/2023,12:31,Dips,8,180,
2/1/2023,12:31,Dips,8,180,
2/1/2023,12:31,Dips,6,195,
2/1/2023,12:25,Triceps Extension,15,50,
2/1/2023,12:25,Triceps Extension,15,50,
2/1/2023,12:25,Triceps Extension,12,65,
2/1/2023,12:25,Triceps Extension,13,65,
2/1/2023,12:25,Triceps Extension,9,80,
2/1/2023,12:25,Triceps Extension,8,80,
2/1/2023,12:17,Seated Calf Raise,15,190,
2/1/2023,12:17,Seated Calf Raise,20,190,
2/1/2023,12:17,Seated Calf Raise,15,220,
2/1/2023,12:17,Seated Calf Raise,12,220,
2/1/2023,12:17,Seated Calf Raise,15,250,
1/31/2023,11:32,Triceps Extension,10,42.5,
1/31/2023,11:32,Triceps Extension,11,42.5,
1/31/2023,11:32,Triceps Extension,12,42.5,
1/31/2023,11:32,Triceps Extension,10,50,
1/31/2023,11:32,Triceps Extension,9,50,
1/31/2023,11:32,Triceps Extension,7,50,
1/31/2023,11:32,Triceps Extension,12,57.5,
1/31/2023,11:32,Triceps Extension,15,57.5,
1/31/2023,11:32,Triceps Extension,12,65,
1/31/2023,11:32,Triceps Extension,10,65,
1/31/2023,11:32,Triceps Extension,8,72.5,
1/31/2023,11:32,Triceps Extension,8,42.5,
1/31/2023,11:18,Biceps Curl,8,85,
1/31/2023,11:18,Biceps Curl,10,85,
1/31/2023,11:18,Biceps Curl,11,100,
1/31/2023,11:18,Biceps Curl,11,100,
1/31/2023,11:18,Biceps Curl,10,115,
1/31/2023,11:18,Biceps Curl,12,115,
1/31/2023,11:18,Biceps Curl,6,130,
1/31/2023,11:18,Biceps Curl,9,130,
1/31/2023,11:18,Biceps Curl,5,145,
1/31/2023,11:18,Biceps Curl,5,100,
1/28/2023,8:53,Flyes,15,85,
1/28/2023,8:53,Flyes,12,85,
1/28/2023,8:53,Flyes,8,100,
1/28/2023,8:53,Flyes,11,100,
1/28/2023,8:53,Flyes,10,100,
1/28/2023,8:31,Seated Calf Raise,15,170,
1/28/2023,8:31,Seated Calf Raise,15,170,
1/28/2023,8:31,Seated Calf Raise,15,170,
1/28/2023,8:31,Seated Calf Raise,10,220,
1/28/2023,8:31,Seated Calf Raise,15,220,
1/28/2023,8:31,Seated Calf Raise,15,220,
1/28/2023,8:31,Seated Calf Raise,15,265,
1/28/2023,8:31,Seated Calf Raise,13,265,
1/28/2023,8:31,Seated Calf Raise,12,265,
1/28/2023,8:27,Seated Rows,15,130,
1/28/2023,8:27,Seated Rows,10,130,
1/28/2023,8:10,Dips,10,150,
1/28/2023,8:10,Dips,10,150,
1/28/2023,8:10,Dips,11,165,
1/28/2023,8:10,Dips,9,165,
1/28/2023,8:10,Dips,8,180,
1/28/2023,8:10,Dips,8,180,
1/28/2023,8:10,Dips,8,195,
1/28/2023,8:10,Dips,7,195,
1/28/2023,8:10,Dips,8,195,
1/25/2023,13:16,Flyes,10,100,
1/25/2023,13:16,Flyes,10,100,
1/25/2023,13:16,Flyes,8,100,
1/25/2023,13:16,Flyes,10,100,
1/25/2023,13:07,Dips,12,150,
1/25/2023,13:07,Dips,10,150,
1/25/2023,13:07,Dips,9,165,
1/25/2023,13:07,Dips,8,165,
1/25/2023,13:07,Dips,9,165,
1/25/2023,13:07,Dips,10,165,
1/25/2023,13:07,Dips,10,180,
1/25/2023,13:07,Dips,10,180,
1/25/2023,12:34,Seated Rows,12,130,
1/25/2023,12:34,Seated Rows,10,130,
1/25/2023,12:34,Seated Rows,10,150,
1/25/2023,12:34,Seated Rows,10,170,
1/25/2023,12:34,Seated Rows,8,170,
1/25/2023,12:34,Seated Rows,10,170,
1/25/2023,12:34,Seated Rows,7,200,
1/25/2023,12:34,Seated Rows,10,150,
1/25/2023,12:12,Seated Calf Raise,20,175,
1/25/2023,12:12,Seated Calf Raise,20,175,
1/25/2023,12:12,Seated Calf Raise,14,175,
1/25/2023,12:12,Seated Calf Raise,13,205,
1/25/2023,12:12,Seated Calf Raise,15,205,
1/25/2023,12:12,Seated Calf Raise,12,235,
1/25/2023,12:12,Seated Calf Raise,12,235,
1/25/2023,12:12,Seated Calf Raise,12,280,
1/25/2023,12:12,Seated Calf Raise,12,280,
1/24/2023,11:24,Flyes,14,70,
1/24/2023,11:24,Flyes,14,70,
1/24/2023,11:24,Flyes,14,70,
1/24/2023,11:24,Flyes,11,85,
1/24/2023,11:24,Flyes,10,85,
1/24/2023,11:24,Flyes,10,85,
1/24/2023,11:24,Flyes,5,100,
1/24/2023,11:24,Flyes,7,100,
1/24/2023,11:19,Leg Extension,10,85,
1/24/2023,11:19,Leg Extension,10,85,
1/24/2023,11:19,Leg Extension,10,115,
1/24/2023,11:19,Leg Extension,7,145,
1/24/2023,11:19,Leg Extension,12,130,
1/24/2023,11:19,Leg Extension,20,100,
1/24/2023,11:19,Leg Extension,10,100,
1/24/2023,11:19,Leg Extension,20,100,
1/24/2023,11:19,Leg Extension,20,100,
1/24/2023,10:48,Triceps Extension,15,50,
1/24/2023,10:48,Triceps Extension,16,50,
1/24/2023,10:48,Triceps Extension,12,50,
1/24/2023,10:48,Triceps Extension,12,57.5,
1/24/2023,10:48,Triceps Extension,10,57.5,
1/24/2023,10:48,Triceps Extension,10,65,
1/24/2023,10:48,Triceps Extension,12,65,
1/24/2023,10:48,Triceps Extension,8,72.5,
1/24/2023,10:48,Triceps Extension,8,72.5,
1/24/2023,10:48,Triceps Extension,7,57.5,
1/24/2023,10:38,Seated Calf Raise,20,190,
1/24/2023,10:38,Seated Calf Raise,15,190,
1/24/2023,10:38,Seated Calf Raise,20,190,
1/24/2023,10:38,Seated Calf Raise,10,235,
1/24/2023,10:38,Seated Calf Raise,15,235,
1/24/2023,10:38,Seated Calf Raise,16,235,
1/24/2023,10:38,Seated Calf Raise,14,295,
1/24/2023,10:38,Seated Calf Raise,10,295,
1/24/2023,10:38,Seated Calf Raise,10,295,
1/24/2023,10:36,Biceps Curl,12,85,
1/24/2023,10:36,Biceps Curl,10,85,
1/24/2023,10:36,Biceps Curl,9,100,
1/24/2023,10:36,Biceps Curl,10,115,
1/24/2023,10:36,Biceps Curl,8,115,
1/24/2023,10:36,Biceps Curl,8,130,
1/24/2023,10:36,Biceps Curl,8,130,
1/24/2023,10:36,Biceps Curl,5,130,
1/24/2023,10:36,Biceps Curl,11,100,
1/24/2023,10:36,Biceps Curl,9,100,
1/24/2023,10:36,Biceps Curl,8,100,
1/22/2023,10:04,Leg Curl,10,85,
1/22/2023,10:04,Leg Curl,15,85,
1/22/2023,10:04,Leg Curl,10,100,
1/22/2023,10:04,Leg Curl,10,115,
1/22/2023,10:04,Leg Curl,8,130,
1/22/2023,10:04,Leg Curl,8,145,
1/22/2023,10:04,Leg Curl,10,175,
1/22/2023,10:04,Leg Curl,10,175,
1/22/2023,10:04,Leg Curl,10,175,
1/22/2023,9:29,Leg Extension,12,85,
1/22/2023,9:29,Leg Extension,8,85,
1/22/2023,9:29,Leg Extension,10,100,
1/22/2023,9:29,Leg Extension,10,100,
1/22/2023,9:29,Leg Extension,10,115,
1/22/2023,9:29,Leg Extension,7,130,
1/22/2023,9:29,Leg Extension,6,145,
1/22/2023,9:29,Leg Extension,8,160,
1/22/2023,9:29,Leg Extension,7,160,
1/22/2023,9:29,Leg Extension,10,190,
1/22/2023,9:29,Leg Extension,12,190,
1/22/2023,9:29,Leg Extension,7,220,
1/22/2023,9:29,Leg Extension,7,220,
1/22/2023,9:25,Triceps Extension,12,42.5,
1/22/2023,9:25,Triceps Extension,12,42.5,
1/22/2023,9:25,Triceps Extension,10,50,
1/22/2023,9:25,Triceps Extension,10,50,
1/22/2023,9:25,Triceps Extension,8,57.5,
1/22/2023,9:25,Triceps Extension,8,57.5,
1/22/2023,9:25,Triceps Extension,9,65,
1/22/2023,9:25,Triceps Extension,8,72.5,
1/22/2023,9:25,Triceps Extension,10,72.5,
1/22/2023,9:25,Triceps Extension,9,80,
1/22/2023,9:25,Triceps Extension,5,80,
1/22/2023,9:25,Triceps Extension,20,50,
1/22/2023,9:02,Biceps Curl,12,85,
1/22/2023,9:02,Biceps Curl,9,85,
1/22/2023,9:02,Biceps Curl,6,85,
1/22/2023,9:02,Biceps Curl,8,100,
1/22/2023,9:02,Biceps Curl,8,115,
1/22/2023,9:02,Biceps Curl,7,130,
1/22/2023,9:02,Biceps Curl,6,130,
1/22/2023,9:02,Biceps Curl,8,130,
1/22/2023,9:02,Biceps Curl,6,130,
1/22/2023,9:02,Biceps Curl,10,100,
1/22/2023,9:02,Biceps Curl,11,100,
1/21/2023,9:45,Seated Rows,10,140,
1/21/2023,9:45,Seated Rows,10,140,
1/21/2023,9:45,Seated Rows,15,140,
1/21/2023,9:34,Dips,10,150,
1/21/2023,9:34,Dips,10,150,
1/21/2023,9:34,Dips,10,150,
1/21/2023,9:34,Dips,10,150,
1/21/2023,9:27,Shoulder Shrug,15,70,
1/21/2023,9:27,Shoulder Shrug,15,70,
1/21/2023,9:27,Shoulder Shrug,15,70,
1/21/2023,9:27,Shoulder Shrug,12,120,
1/21/2023,9:27,Shoulder Shrug,12,120,
1/21/2023,9:27,Shoulder Shrug,13,120,
1/21/2023,9:27,Shoulder Shrug,13,120,
1/21/2023,9:27,Shoulder Shrug,6,160,
1/21/2023,9:16,Seated Calf Raise,20,190,
1/21/2023,9:16,Seated Calf Raise,20,190,
1/21/2023,9:16,Seated Calf Raise,20,190,
1/21/2023,9:16,Seated Calf Raise,16,235,
1/21/2023,9:16,Seated Calf Raise,13,235,
1/21/2023,9:16,Seated Calf Raise,18,235,
1/21/2023,9:16,Seated Calf Raise,12,280,
1/21/2023,9:16,Seated Calf Raise,15,280,
1/19/2023,12:05,Seated Calf Raise,20,190,
1/19/2023,12:04,Biceps Curl,15,85,
1/19/2023,12:04,Biceps Curl,15,85,
1/19/2023,12:04,Biceps Curl,12,85,
1/19/2023,12:04,Biceps Curl,9,115,
1/19/2023,12:04,Biceps Curl,10,115,
1/19/2023,12:04,Biceps Curl,10,115,
1/19/2023,12:04,Biceps Curl,9,130,
1/19/2023,12:04,Biceps Curl,8,130,
1/19/2023,12:04,Biceps Curl,10,85,
1/17/2023,13:01,Seated Calf Raise,15,190,
1/17/2023,13:01,Seated Calf Raise,15,190,
1/17/2023,13:01,Seated Calf Raise,12,235,
1/17/2023,13:01,Seated Calf Raise,15,235,
1/17/2023,13:00,Biceps Curl,15,85,
1/17/2023,13:00,Biceps Curl,15,85,
1/17/2023,13:00,Biceps Curl,10,115,
1/17/2023,13:00,Biceps Curl,12,115,
1/17/2023,13:00,Biceps Curl,10,115,
1/17/2023,13:00,Biceps Curl,8,130,
1/17/2023,13:00,Biceps Curl,8,130,
1/17/2023,12:42,Leg Curl,12,100,
1/17/2023,12:42,Leg Curl,15,100,
1/17/2023,12:42,Leg Curl,12,100,
1/17/2023,12:42,Leg Curl,10,130,
1/17/2023,12:42,Leg Curl,12,130,
1/17/2023,12:42,Leg Curl,10,130,
1/17/2023,12:42,Leg Curl,10,160,
1/17/2023,12:42,Leg Curl,12,160,
1/17/2023,12:42,Leg Curl,9,160,
1/17/2023,12:42,Leg Curl,8,190,
1/17/2023,12:20,Leg Press,18,390,
1/17/2023,12:20,Leg Press,15,390,
1/17/2023,12:20,Leg Press,15,390,
1/17/2023,12:20,Leg Press,12,480,
1/17/2023,12:20,Leg Press,12,480,
1/17/2023,12:20,Leg Press,12,480,
1/17/2023,12:20,Leg Press,8,600,
1/17/2023,12:20,Leg Press,10,600,
1/17/2023,12:20,Leg Press,10,600,
1/17/2023,11:54,Triceps Extension,25,35,
1/17/2023,11:54,Triceps Extension,20,35,
1/17/2023,11:54,Triceps Extension,10,50,
1/17/2023,11:54,Triceps Extension,20,50,
1/17/2023,11:54,Triceps Extension,16,50,
1/17/2023,11:54,Triceps Extension,10,65,
1/17/2023,11:54,Triceps Extension,12,65,
1/17/2023,11:54,Triceps Extension,13,65,
1/17/2023,11:54,Triceps Extension,8,72.5,
1/17/2023,11:54,Triceps Extension,9,72.5,
1/15/2023,9:12,Biceps Curl,10,85,
1/15/2023,9:12,Biceps Curl,15,85,
1/15/2023,9:12,Biceps Curl,10,85,
1/15/2023,9:12,Biceps Curl,10,85,
1/15/2023,9:12,Biceps Curl,10,115,
1/15/2023,8:51,Leg Curl,15,85,
1/15/2023,8:51,Leg Curl,15,85,
1/15/2023,8:51,Leg Curl,15,85,
1/15/2023,8:51,Leg Curl,12,85,
1/15/2023,8:51,Leg Curl,10,115,
1/15/2023,8:51,Leg Curl,10,115,
1/15/2023,8:51,Leg Curl,10,145,
1/15/2023,8:51,Leg Curl,10,145,
1/15/2023,8:51,Leg Curl,10,190,
1/15/2023,8:51,Leg Curl,10,190,
1/15/2023,8:41,Triceps Extension,25,42.5,
1/15/2023,8:41,Triceps Extension,20,42.5,
1/15/2023,8:41,Triceps Extension,15,42.5,
1/15/2023,8:41,Triceps Extension,10,42.5,
1/15/2023,8:41,Triceps Extension,10,50,
1/15/2023,8:41,Triceps Extension,10,50,
1/15/2023,8:35,Seated Calf Raise,25,175,
1/15/2023,8:35,Seated Calf Raise,20,175,
1/15/2023,8:35,Seated Calf Raise,18,175,
1/15/2023,8:35,Seated Calf Raise,15,205,
1/15/2023,8:35,Seated Calf Raise,15,205,
1/14/2023,9:20,Pulldown,10,110,
1/14/2023,9:20,Pulldown,10,110,
1/14/2023,9:20,Pulldown,8,150,
1/14/2023,9:20,Pulldown,7,150,
1/14/2023,9:20,Pulldown,5,150,
1/14/2023,9:11,Dips,12,150,
1/14/2023,9:11,Dips,12,150,
1/14/2023,9:11,Dips,10,150,
1/14/2023,9:11,Dips,8,165,
1/14/2023,9:11,Dips,8,165,
1/14/2023,9:11,Dips,10,165,
1/14/2023,9:11,Dips,10,165,
1/14/2023,9:11,Dips,8,165,
1/14/2023,8:55,Seated Rows,15,100,
1/14/2023,8:55,Seated Rows,15,100,
1/14/2023,8:55,Seated Rows,12,140,
1/14/2023,8:55,Seated Rows,12,140,
1/14/2023,8:55,Seated Rows,10,160,
1/14/2023,8:55,Seated Rows,10,160,
1/14/2023,8:55,Seated Rows,10,160,
1/14/2023,8:55,Seated Rows,10,160,
1/14/2023,8:29,Shoulder Shrug,15,70,
1/14/2023,8:29,Shoulder Shrug,15,70,
1/14/2023,8:29,Shoulder Shrug,15,70,
1/14/2023,8:29,Shoulder Shrug,10,120,
1/14/2023,8:29,Shoulder Shrug,12,120,
1/14/2023,8:29,Shoulder Shrug,6,120,
